Vardas         Pavarde        ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas8153     Pavarde8153    2      3      3      0      9      8      8      0      10     4      1      10     9      1      9      0      
Vardas8154     Pavarde8154    9      7      5      6      5      7      0      8      7      4      3      0      0      8      8      2      
Vardas8155     Pavarde8155    6      7      4      5      2      2      6      7      2      0      9      4      7      6      9      6      
Vardas8156     Pavarde8156    10     4      5      7      6      4      4      1      3      2      3      7      2      1      1      10     
Vardas8157     Pavarde8157    3      10     9      8      8      10     3      7      6      0      9      2      7      2      6      2      
Vardas8158     Pavarde8158    5      10     8      3      9      0      5      1      4      7      7      1      7      8      0      6      
Vardas8159     Pavarde8159    10     0      9      1      3      8      0      4      4      2      6      7      10     8      3      2      
Vardas8160     Pavarde8160    0      5      5      10     4      10     6      2      2      3      7      7      2      7      1      7      
Vardas8161     Pavarde8161    7      4      10     4      6      7      1      1      1      2      1      2      3      0      7      6      
Vardas8162     Pavarde8162    9      3      9      2      8      6      6      5      5      4      6      6      2      0      0      6      
Vardas8163     Pavarde8163    7      1      10     9      1      9      2      1      3      0      0      1      3      1      6      8      
Vardas8164     Pavarde8164    3      9      4      1      4      9      10     6      10     9      0      5      4      6      6      4      
Vardas8165     Pavarde8165    2      10     3      7      6      7      1      7      3      4      8      9      9      4      9      3      
Vardas8166     Pavarde8166    0      10     4      0      1      1      10     6      2      0      4      3      5      5      6      1      
Vardas8167     Pavarde8167    6      3      9      7      8      7      8      5      10     0      0      5      0      2      0      5      
Vardas8168     Pavarde8168    9      2      8      4      3      6      1      7      9      8      10     5      2      6      4      3      
Vardas8169     Pavarde8169    2      10     5      9      2      9      7      7      4      3      4      6      9      4      8      3      
Vardas8170     Pavarde8170    6      4      8      9      3      5      8      7      10     10     3      8      0      5      9      2      
Vardas8171     Pavarde8171    2      3      7      3      8      9      4      10     5      8      8      2      10     0      5      4      
Vardas8172     Pavarde8172    6      10     5      5      8      7      7      0      5      4      8      10     5      6      1      5      
Vardas8173     Pavarde8173    5      5      9      3      3      10     3      7      1      3      2      3      6      2      9      2      
Vardas8174     Pavarde8174    3      2      0      10     1      0      4      5      7      10     1      0      4      1      0      9      
Vardas8175     Pavarde8175    6      5      6      3      2      9      0      10     8      6      2      8      9      1      1      6      
Vardas8176     Pavarde8176    9      8      0      2      0      10     6      2      1      9      10     0      4      1      2      0      
Vardas8177     Pavarde8177    9      3      9      5      7      2      1      0      6      9      1      0      6      0      0      7      
